9.546240787023447388e-03,-1.026312483345763304e+00,1.843597193152185127e+02,-8.082824299802594537e-01,-1.754066106879603737e+00,-2.225354783599597965e+02
4.414678370294630901e-03,-1.045138867696707163e-01,8.087313101856165076e+01,-8.170527605146574723e-01,-2.866743498679402702e+00,-9.577989185202805800e+01
8.501101919326740225e-03,-2.175811731601468291e-01,-2.174546761798247019e+01,-8.369498649670534807e-01,-2.711865025399884388e+00,4.885836738736548313e+01
2.238866638693162540e-03,-3.219685629494954404e-01,-8.756819920843753380e+00,-8.441714107686563162e-01,-2.378159824805747835e+00,5.967571384572934079e+01
5.281416289831785890e-03,-3.051493723685843595e-01,3.266037973011737261e+00,-8.607314632151109590e-01,-2.115107886942590998e+00,5.619111125740982970e+01
-8.126270849926810896e-04,-2.893081832193780678e-01,9.943614543915984427e+00,-8.653224896380822262e-01,-1.816248712231649520e+00,5.187017582392372361e+01
2.388334457638004952e-03,-2.057132269294245086e-01,1.427621785510809538e+01,-8.788939503374274542e-01,-1.596406128703353744e+00,4.611032272725079650e+01
-2.869759354286926124e-03,-1.465460046682971196e-01,1.922278545391820614e+01,-8.812865509251157636e-01,-1.355145484959141555e+00,3.785455433045869711e+01
9.228744109550336347e-04,-1.348537239024244321e-02,2.080156695781424503e+01,-8.924454051870188698e-01,-1.217860585398766737e+00,3.222574175131609309e+01
-3.004613078189350556e-03,6.146966490984534515e-02,2.411425125035317407e+01,-8.934651567791034310e-01,-1.032888067445980607e+00,2.414319883266680122e+01
1.537571060053487086e-03,2.276571401132893024e-01,2.174472033944029903e+01,-9.027742858614786758e-01,-9.764285970720987251e-01,2.220922609472597387e+01
-7.280416770564573578e-04,2.789168683042483332e-01,2.375713712908500241e+01,-9.032294427498244183e-01,-8.107958064987208502e-01,1.540075831102272197e+01
4.326739743095970626e-03,4.652285114041393443e-01,1.869045069766124101e+01,-9.108822439264658843e-01,-8.224210139618715054e-01,1.639530448791392914e+01
3.924243436984936086e-03,4.658213752808607611e-01,2.052733161057938105e+01,-9.114536528894431333e-01,-6.468427616195815411e-01,1.005461127484896799e+01
8.984953495904578202e-03,6.705018275099331460e-01,1.548686519027625508e+01,-9.173506715426616998e-01,-7.218749012133818255e-01,1.183609153212583642e+01
1.062926171208426751e-02,6.206900271836233163e-01,6.947359049861723257e+00,-9.186724019015769516e-01,-5.284818462983231768e-01,1.712583562580416441e+01
1.519185376774081185e-02,7.399754180085503785e-01,1.420312612741142466e+01,-9.226354900056449315e-01,-5.506165449553401814e-01,5.144103646326225743e+00
1.802901589216977102e-02,7.627212884577375673e-01,1.351193927990864729e+01,-9.241785673511303534e-01,-4.770408098350609194e-01,3.749604580520760067e+00
2.281906665231818801e-02,8.750948108076368470e-01,1.287278456042656494e+01,-9.274058981039955407e-01,-5.131204991501325807e-01,2.669729893316485914e+00
2.677996400024613977e-02,8.914491340620032123e-01,7.927326585262939318e+00,-9.293097723426316792e-01,-4.503435109018960603e-01,6.921893253017952219e+00
3.173355799293822027e-02,9.543680766602662402e-01,1.167635263058752670e+01,-9.319093332130145013e-01,-4.439015666199530585e-01,1.571469995055307933e+00
3.632364476684880189e-02,1.008212660367878488e+00,1.073369794481817685e+01,-9.337487880088312098e-01,-4.346288109513429809e-01,1.191617076747863990e+00
4.181568459661700460e-02,1.061705056108448009e+00,9.338132039840084886e+00,-9.362556213225279311e-01,-4.319853958524744186e-01,1.465263276437811513e+00
4.694069532793328225e-02,1.101593980766279346e+00,8.274301704965102644e+00,-9.380686419673559540e-01,-4.199761781869648658e-01,1.480969454077385450e+00
5.283162440427979778e-02,1.144448073158099044e+00,6.919446150974239984e+00,-9.404553831043975798e-01,-4.171757013117005641e-01,1.868001113137784941e+00
5.838517605951427242e-02,1.170788442276021746e+00,5.706292160993364782e+00,-9.422403989804729596e-01,-4.012961670555870164e-01,2.152774167012427853e+00
6.453950882704001524e-02,1.201510994768032692e+00,4.421241313676138596e+00,-9.444683447749534499e-01,-3.956479596415762856e-01,2.526242036569037452e+00
7.040028600719459850e-02,1.215000855412783132e+00,3.088115356016296609e+00,-9.461968785768887225e-01,-3.760337466898966419e-01,3.005366431754197265e+00
7.668951738116784600e-02,1.232392148328195658e+00,1.882898063098048524e+00,-9.482286822418524164e-01,-3.655942953240343130e-01,3.398175296672745205e+00
8.272420749047655619e-02,1.233829836043763617e+00,6.579354384386837395e-01,-9.498528215301290656e-01,-3.420519937231691898e-01,3.892351331979959639e+00
8.902781574160548161e-02,1.238971502712582495e+00,-9.482525736612679168e-02,-9.516492021790841083e-01,-3.266707820042347166e-01,3.904926476602232910e+00
9.511392251760238115e-02,1.232881583470102349e+00,-8.296450394797094674e-01,-9.531195293501714128e-01,-3.030027289571468607e-01,3.935211866343824028e+00
1.013566315763065051e-01,1.230675052317785401e+00,-1.347643356438288365e+00,-9.546792294686555769e-01,-2.873186633407964763e-01,3.748238997569597331e+00
