9.546240787023447388e-03,-1.026312483345763304e+00,1.670403778672916246e+02,-8.082824299802594537e-01,-1.754066106879603737e+00,-1.929972601795482205e+02
4.414678370294630901e-03,-1.911105940093051625e-01,6.807875254093301010e+01,-8.170527605146574723e-01,-2.719052407777344804e+00,-6.745210808576374006e+01
7.635134846930395625e-03,-3.455249579364332857e-01,-3.280706504165493698e+01,-8.354729540580329017e-01,-2.428587187737241138e+00,7.836417438474407504e+01
9.594287909302978354e-04,-5.191812444258545600e-01,-1.310279875428388863e+01,-8.413386323920298837e-01,-1.935410663929904018e+00,8.008645629886679274e+01
2.443322402671849365e-03,-4.765529454792721831e-01,-8.078837119327308969e+00,-8.548270606973319419e-01,-1.627722624748573210e+00,8.242655796344978114e+01
-3.806100663862423995e-03,-5.999696156191276497e-01,5.252355326151480597e+00,-8.576158586395156158e-01,-1.111145084295406260e+00,6.815766238902342877e+01
-3.556373753519427236e-03,-4.240293922177573727e-01,1.067008633563245645e+01,-8.659385115402860045e-01,-9.461460008583388870e-01,5.905038439083409685e+01
-8.046394586039997895e-03,-4.932687522628030896e-01,1.448197908477046347e+01,-8.670773186480990047e-01,-5.206412403870652739e-01,5.007846635533441315e+01
-8.489061276147458202e-03,-2.792096013700527402e-01,1.844004852377641868e+01,-8.711449239441566572e-01,-4.453613373049947199e-01,3.989821147380334310e+01
-1.083849059974052557e-02,-3.088682670250388895e-01,1.579954847435425158e+01,-8.715309320211489519e-01,-1.216591256490318074e-01,3.677101325665010734e+01
-1.157774394639784696e-02,-1.212141166265102293e-01,2.253071469666518212e+01,-8.723615152006469753e-01,-7.765120473849362881e-02,2.199862845874145378e+01
-1.205063176600562787e-02,-8.356112005838706169e-02,7.002727410833994526e+00,-8.723074440685338882e-01,9.832715893838273047e-02,3.269217600205598018e+01
-1.241335514698171764e-02,-5.118684251817027381e-02,9.205196830799604157e+00,-8.713782436112631480e-01,2.492705552820662085e-01,2.487675994324867190e+01
-1.256250019118733061e-02,8.490848249608981546e-03,1.281699800986543458e+01,-8.698147385157132261e-01,3.470947583708694495e-01,1.678779317716649899e+01
-1.232844666448562783e-02,7.698313758048407063e-02,1.353748200013304448e+01,-8.679072960275544535e-01,4.171484870537311984e-01,1.270173693373566337e+01
-1.179266881538248990e-02,1.438656682509394380e-01,1.442977502643480392e+01,-8.656432536451759141e-01,4.741121277082260832e-01,8.873691536097627619e+00
-1.088978998197623338e-02,2.212808878448321026e-01,1.586706650027441867e+01,-8.631661747504721927e-01,5.058854024147074746e-01,4.740981422374224152e+00
-9.579859936934168735e-03,3.025363332536836203e-01,1.602838321442974845e+01,-8.605843996210288394e-01,5.215219419319683247e-01,2.363660555168012323e+00
-7.864426649439397107e-03,3.815647199891296082e-01,1.532262534340172344e+01,-8.579509553311525094e-01,5.295220079663875978e-01,1.274299582449955892e+00
-5.764212737042872375e-03,4.557625866877008658e-01,1.424497430006686471e+01,-8.552891795413649634e-01,5.342649377564678836e-01,8.607381262315527692e-01
-3.306800782562388519e-03,5.240144629897982576e-01,1.300143793872119424e+01,-8.526083059535878306e-01,5.381293892287031255e-01,8.311961532259104501e-01
-5.240681071448888111e-04,5.857769660749128082e-01,1.169367856066456568e+01,-8.499078856490779321e-01,5.425768992887269881e-01,1.023355650340285194e+00
2.550968878186739286e-03,6.409512485964439232e-01,1.036137256852270916e+01,-8.471825369607005607e-01,5.483629457321059775e-01,1.358292880148104231e+00
5.885444378819550473e-03,6.893906917601398954e-01,9.043300106115948367e+00,-8.444242561917568723e-01,5.561598280902080305e-01,1.767774350613926515e+00
9.444875795788138656e-03,7.313842496576034025e-01,8.009872202807033048e+00,-8.416209386797984804e-01,5.660406892382452426e-01,1.922353485293015751e+00
1.319928687539558519e-02,7.694894137882102303e-01,7.255287228007755829e+00,-8.387638492993744199e-01,5.753833629431381880e-01,1.815965985683121175e+00
1.713976993367024096e-02,8.039371219376809652e-01,6.443898124874092304e+00,-8.358671050503670985e-01,5.842003490950764544e-01,1.833046630989043635e+00
2.123865809477239533e-02,8.339283950369511533e-01,5.552908076678542137e+00,-8.329218458084236554e-01,5.937138292530286243e-01,2.005083295921750164e+00
2.547905388403975263e-02,8.594662027044663866e-01,4.467919101293871265e+00,-8.299299667578368123e-01,6.042511820542939560e-01,2.461755516399710686e+00
2.983332012181705989e-02,8.786075860498898660e-01,3.108084026591417803e+00,-8.268793339878807158e-01,6.183313844170257312e-01,3.277888359142222541e+00
3.426512974453865129e-02,8.905470429703805646e-01,1.726672478630364438e+00,-8.237466529136665550e-01,6.370300656457161814e-01,4.140079474796998227e+00
3.873879055152086581e-02,8.958743108361935104e-01,4.551768941229328291e-01,-8.205090333314235540e-01,6.597321791649957134e-01,4.888489491576830659e+00
4.322387285290058695e-02,8.950988119116098929e-01,-7.426645195518499776e-01,-8.171493311220165978e-01,6.859149605614844880e-01,5.566578141119604695e+00
4.768977867063696474e-02,8.884476656406750106e-01,-1.889081390758495793e+00,-8.136498837258087091e-01,7.153979605761917604e-01,6.203922045863174972e+00
5.210834950930733761e-02,8.762079980040249350e-01,-2.984012901893762226e+00,-8.099953515162546802e-01,7.479541810201162377e-01,6.804475759180084182e+00
5.645185865067721409e-02,8.586075366217373883e-01,-4.025691741023496029e+00,-8.061703419156075467e-01,7.834427181679926022e-01,7.369789944902116474e+00
6.069442487552471205e-02,8.359510805937899747e-01,-5.006001910174761704e+00,-8.021609243345747542e-01,8.216520804691374025e-01,7.894058065842646243e+00
6.481136945661511439e-02,8.085475175199897668e-01,-5.942845379628691305e+00,-7.979538211109161727e-01,8.623832988264190647e-01,8.401433947917702483e+00
6.877990005072460999e-02,7.765226267975030572e-01,-6.851091895264738163e+00,-7.935370913463105635e-01,9.056664199483144273e-01,8.913100987681943366e+00
7.257659572459014552e-02,7.400365985673423852e-01,-7.705578579223348434e+00,-7.888971569114330284e-01,9.515143087032384983e-01,9.404304690109333009e+00
7.618026603639803385e-02,6.994668410052695684e-01,-8.482973574623352775e+00,-7.840219482592781786e-01,9.997094668494077574e-01,9.851782195340330617e+00
7.957126413464284120e-02,6.552068628211088486e-01,-9.174487574309940996e+00,-7.789000622429389509e-01,1.050032130656641804e+00,1.024907980291533960e+01
8.273233466460912233e-02,6.077219652621701496e-01,-9.769687458132114699e+00,-7.735216269527117605e-01,1.102200264878561153e+00,1.058818216421619773e+01
8.564848378726454270e-02,5.575099882397877016e-01,-1.026015540378288904e+01,-7.678780595941533393e-01,1.155913952298803782e+00,1.086316757404448552e+01
8.830743454700699935e-02,5.051204112243412592e-01,-1.063762412583727013e+01,-7.619624874297237227e-01,1.210831940619006009e+00,1.106771935224348802e+01
9.069968789950795529e-02,4.511337469814150070e-01,-1.089559588702576676e+01,-7.557697401879632793e-01,1.266591145821238662e+00,1.119664102987250054e+01
9.281877201682114942e-02,3.961644523540835960e-01,-1.102843373407727512e+01,-7.492965759715113361e-01,1.322798350917731014e+00,1.124459084704598766e+01
9.466133242304879125e-02,3.408494096406422535e-01,-1.103186419553425779e+01,-7.425417566787859691e-01,1.379037054291698539e+00,1.120646611559750205e+01
9.622726611322757195e-02,2.858458103987410182e-01,-1.034581486795929628e+01,-7.355062054285943507e-01,1.434863012073706034e+00,1.052307479988301431e+01
9.751979052703620143e-02,2.373912609610492885e-01,-8.322779701482318160e+00,-7.281931265580489088e-01,1.484267802290528682e+00,8.635094922211372648e+00
9.860117872283806484e-02,2.026180133839178277e-01,-5.761981521688469776e+00,-7.206635274056890639e-01,1.521213961295819761e+00,6.504594515011064004e+00
9.954597066087537971e-02,1.797714457441645930e-01,-3.457914707337139681e+00,-7.129809869450907112e-01,1.549313747440639322e+00,4.900288373705929956e+00
1.003988931802797108e-01,1.680388663105464309e-01,-1.153231282596811624e+00,-7.051703899312826707e-01,1.570216845032879061e+00,3.426675707827175899e+00
1.012263593239808440e-01,1.682391329181964768e-01,4.212903929556587990e+00,-6.972788184947619206e-01,1.583580504518911081e+00,-1.542802362605177890e+00
1.020812845094616755e-01,2.101679056061123152e-01,1.232399622974958397e+01,-6.893345848860935599e-01,1.554788821406827282e+00,-9.800884057127312587e+00
1.033280383800419672e-01,2.914790952156923187e-01,1.751049831656623113e+01,-6.817309302806936477e-01,1.485571663947637955e+00,-1.476454117659620202e+01
1.049960754616185987e-01,3.852728887717746242e-01,1.981822862447843292e+01,-6.744788682466171803e-01,1.407143409640865261e+00,-1.630426113961691570e+01
1.071807672677597134e-01,4.896613814604766635e-01,2.134363453944353850e+01,-6.676594961842849951e-01,1.322529052551468798e+00,-1.682209769818476630e+01
1.098926892762233654e-01,5.987092341662100248e-01,2.220232900503395967e+01,-6.612535777211024923e-01,1.238922432659017581e+00,-1.653062522641635113e+01
